generation,rank_1,rank_2,swapAccepted
330000,1,4,0
331000,2,4,0
332000,2,3,1
333000,1,4,0
334000,2,3,1
335000,1,2,1
336000,1,2,1
337000,2,3,1
338000,2,4,0
339000,1,3,1
340000,3,4,0
341000,1,3,1
342000,1,4,0
343000,2,4,0
344000,1,3,1
345000,1,3,1
346000,2,4,0
347000,1,4,0
348000,3,4,0
349000,1,3,1
350000,1,3,0
351000,2,4,0
352000,1,2,0
353000,1,4,0
354000,3,4,1
355000,2,4,0
356000,1,4,0
357000,2,4,0
358000,3,4,1
359000,2,3,0
360000,2,4,0
361000,1,3,0
362000,1,4,0
363000,2,3,0
364000,1,3,0
365000,1,4,0
366000,1,2,1
367000,2,3,0
368000,3,4,1
369000,3,4,1
370000,1,4,0
371000,1,2,1
372000,2,3,0
373000,1,4,0
374000,1,2,1
375000,1,2,1
376000,2,3,1
377000,3,4,0
378000,2,3,1
379000,1,2,1
380000,1,2,1
381000,2,3,0
382000,1,2,1
383000,1,4,0
384000,1,3,0
385000,1,3,0
386000,2,4,0
387000,1,4,0
388000,1,4,0
389000,1,4,0
390000,1,2,1
391000,2,3,0
392000,3,4,0
393000,2,3,0
394000,1,4,0
395000,1,3,0
396000,1,2,1
397000,2,3,0
398000,2,3,0
399000,1,2,0
400000,3,4,1
401000,3,4,0
402000,2,3,1
403000,2,3,1
404000,1,3,0
405000,1,2,0
406000,2,4,1
407000,1,3,0
408000,1,3,0
409000,1,4,0
410000,1,2,0
411000,2,3,1
412000,1,3,0
413000,1,2,0
414000,1,2,1
415000,2,3,1
416000,1,2,1
417000,2,4,0
418000,1,2,1
419000,1,2,1
420000,1,4,0
421000,1,2,1
422000,1,2,0
423000,1,2,1
424000,1,2,1
425000,2,3,0
426000,1,3,0
427000,2,4,0
428000,1,2,1
429000,3,4,1
430000,3,4,0
431000,2,3,1
432000,1,2,1
433000,2,3,1
434000,1,4,1
435000,1,2,1
436000,2,3,1
437000,2,3,0
438000,1,3,0
439000,1,3,1
440000,2,3,1
441000,2,4,0
442000,1,2,1
443000,3,4,0
444000,1,4,0
445000,2,4,0
446000,1,4,0
447000,2,3,1
448000,3,4,1
449000,1,4,1
450000,3,4,1
451000,1,2,0
452000,2,4,0
453000,1,3,1
454000,3,4,1
455000,1,3,0
456000,1,3,0
457000,2,3,0
458000,2,4,1
459000,1,4,1
460000,3,4,1
461000,1,4,0
462000,1,4,0
463000,2,4,0
464000,3,4,0
465000,1,3,1
466000,3,4,1
467000,1,4,0
468000,1,4,0
469000,2,4,1
470000,2,3,1
471000,3,4,1
472000,2,3,1
473000,3,4,1
474000,2,4,1
475000,1,2,0
476000,1,4,1
477000,3,4,1
478000,2,3,1
479000,2,4,1
480000,3,4,1
481000,1,3,1
482000,3,4,1
483000,2,4,0
484000,3,4,1
485000,2,4,1
486000,2,3,0
487000,3,4,1
488000,1,3,0
489000,3,4,1
490000,3,4,0
491000,3,4,0
492000,1,4,0
493000,1,3,1
494000,2,4,0
495000,2,4,0
496000,3,4,1
497000,3,4,1
498000,1,4,0
499000,2,3,1
500000,3,4,0
501000,1,4,0
502000,2,4,0
503000,1,3,1
504000,1,4,0
505000,2,4,0
506000,3,4,0
507000,3,4,0
508000,1,2,0
509000,2,3,1
510000,1,2,1
511000,1,2,1
512000,3,4,0
513000,1,4,0
514000,1,3,0
515000,1,2,1
516000,2,3,1
517000,2,4,0
518000,2,3,1
519000,1,2,1
520000,2,4,0
521000,2,4,0
522000,1,4,0
523000,1,2,1
524000,2,3,0
525000,2,4,0
526000,2,3,0
527000,3,4,0
528000,1,2,1
529000,1,4,0
530000,1,2,1
531000,3,4,0
532000,2,3,1
533000,1,4,0
534000,2,3,1
535000,2,4,0
536000,1,4,0
537000,2,3,1
538000,1,4,0
539000,1,4,0
540000,3,4,0
541000,3,4,0
542000,1,4,0
543000,1,3,0
544000,2,3,1
545000,2,4,0
546000,2,3,1
547000,2,3,1
548000,3,4,0
549000,1,3,1
550000,2,3,1
551000,2,3,1
552000,2,3,1
553000,1,3,1
554000,1,3,1
555000,2,3,1
556000,2,3,0
557000,1,3,1
558000,3,4,0
559000,2,4,0
560000,2,3,0
561000,2,4,0
562000,2,3,0
563000,1,4,0
564000,1,2,1
565000,3,4,0
566000,1,2,1
567000,1,3,0
568000,2,3,1
569000,2,4,0
570000,1,2,1
571000,2,4,0
572000,3,4,0
573000,2,3,0
574000,1,2,1
575000,3,4,0
576000,2,3,1
577000,1,2,1
578000,1,3,1
579000,2,3,1
580000,2,4,1
581000,1,4,0
582000,1,3,1
583000,1,2,0
584000,1,2,0
585000,1,4,1
586000,2,3,1
587000,1,2,1
588000,3,4,1
589000,1,2,0
590000,1,3,1
591000,3,4,0
592000,2,3,0
593000,1,4,0
594000,1,2,0
595000,1,4,0
596000,1,4,0
597000,3,4,1
598000,2,4,1
599000,1,4,0
600000,1,2,0
601000,2,3,0
602000,1,2,0
603000,1,3,0
604000,3,4,1
605000,3,4,1
606000,2,4,0
607000,3,4,1
608000,1,3,1
609000,2,3,1
610000,2,4,0
611000,1,4,0
612000,1,2,1
613000,3,4,0
614000,1,2,1
615000,1,4,0
616000,2,4,0
617000,2,3,1
618000,3,4,0
619000,2,4,0
620000,1,3,1
621000,1,4,0
622000,2,3,0
623000,1,2,1
624000,3,4,0
625000,1,4,0
626000,2,3,1
627000,1,4,0
628000,1,2,0
629000,2,3,1
630000,2,4,0
631000,1,3,0
632000,2,3,0
633000,2,4,0
634000,1,2,1
635000,2,4,0
636000,3,4,1
637000,1,4,0
638000,2,3,0
639000,1,4,0
640000,1,4,0
641000,2,3,0
642000,3,4,1
643000,1,3,0
644000,2,4,0
645000,2,3,0
646000,1,3,0
647000,3,4,1
648000,2,4,0
649000,1,3,0
650000,2,3,1
651000,2,4,1
652000,1,2,0
653000,3,4,0
654000,3,4,0
655000,1,3,1
656000,1,3,1
657000,3,4,1
658000,1,3,0
659000,3,4,1
660000,2,4,0
661000,1,2,1
662000,3,4,0
663000,2,4,0
664000,1,2,1
665000,1,2,0
666000,1,2,0
667000,2,4,1
668000,2,3,1
669000,1,3,0
670000,2,3,0
671000,2,4,0
672000,3,4,0
673000,1,2,1
674000,1,4,0
675000,1,4,0
676000,3,4,1
677000,1,4,0
678000,2,3,0
679000,1,4,0
680000,1,4,0
681000,2,3,0
682000,3,4,1
683000,3,4,1
684000,3,4,1
685000,1,3,0
686000,1,2,1
687000,2,4,0
688000,1,2,0
689000,1,2,1
690000,2,3,0
691000,1,3,0
692000,3,4,1
693000,2,4,1
694000,1,4,1
695000,3,4,1
696000,3,4,1
697000,1,3,1
698000,1,4,0
699000,2,4,1
700000,1,4,1
701000,1,4,1
702000,2,4,1
703000,3,4,1
704000,1,3,1
705000,3,4,1
706000,2,4,1
707000,3,4,1
708000,3,4,1
709000,1,3,0
710000,1,2,0
711000,1,4,0
712000,3,4,1
713000,3,4,1
714000,3,4,1
715000,1,4,0
716000,3,4,1
717000,1,2,1
718000,2,4,0
719000,3,4,1
720000,1,4,0
721000,1,4,1
722000,1,2,0
723000,1,3,0
724000,1,4,0
725000,1,4,1
726000,1,3,1
727000,1,2,1
728000,2,3,1
729000,3,4,0
730000,1,2,1
731000,1,2,0
732000,3,4,1
733000,1,4,0
734000,2,3,0
735000,2,4,1
736000,2,3,0
737000,1,4,1
738000,2,3,0
739000,2,4,1
740000,3,4,1
741000,1,3,1
742000,3,4,0
743000,1,4,0
744000,1,3,0
745000,3,4,1
746000,1,2,1
747000,2,4,0
748000,2,4,0
749000,1,2,1
750000,1,3,0
751000,1,3,0
752000,3,4,1
753000,1,2,1
754000,3,4,1
755000,1,4,1
756000,2,3,1
757000,1,3,0
758000,1,3,1
759000,1,3,1
760000,1,4,0
761000,1,2,0
762000,2,4,1
763000,1,3,0
764000,2,3,1
765000,1,2,0
766000,1,2,0
767000,1,4,0
768000,2,3,1
769000,2,4,0
770000,2,4,0
771000,1,4,0
772000,3,4,0
773000,1,4,0
774000,1,3,0
775000,2,4,0
776000,1,3,0
777000,2,3,0
778000,1,4,0
779000,3,4,1
780000,1,4,0
781000,3,4,1
782000,1,3,0
783000,1,2,1
784000,1,3,0
785000,1,2,1
786000,2,4,0
787000,3,4,1
788000,3,4,1
789000,1,3,0
790000,1,2,0
791000,1,4,0
792000,1,2,0
793000,3,4,1
794000,1,2,1
795000,2,3,0
796000,1,4,0
797000,2,3,1
798000,2,4,0
799000,2,4,0
800000,1,2,1
801000,2,4,0
802000,1,4,1
803000,3,4,0
804000,2,4,1
805000,1,3,1
806000,2,3,1
807000,1,3,0
808000,1,4,0
809000,1,2,1
810000,1,3,0
811000,2,3,0
812000,1,4,0
813000,1,4,0
814000,2,4,0
815000,1,3,0
816000,2,4,0
817000,3,4,0
818000,1,2,1
819000,2,4,0
820000,2,3,0
821000,1,4,0
822000,1,4,0
823000,1,2,1
824000,1,4,1
825000,1,3,0
826000,2,4,0
827000,1,3,0
828000,1,2,1
829000,1,4,0
830000,2,4,0
831000,1,2,0
832000,1,2,0
833000,1,3,0
834000,2,3,0
835000,2,3,0
836000,1,3,0
837000,1,3,0
838000,2,4,0
839000,3,4,1
840000,1,2,1
841000,3,4,1
842000,3,4,1
843000,1,4,0
844000,1,3,0
845000,1,4,0
846000,2,4,0
847000,1,4,0
848000,2,4,0
849000,1,4,0
850000,1,4,0
851000,3,4,1
852000,1,2,1
853000,1,3,0
854000,3,4,1
855000,1,2,1
856000,2,3,1
857000,1,4,0
858000,1,4,0
859000,1,3,0
860000,1,2,1
861000,3,4,0
862000,2,3,1
863000,2,3,1
864000,3,4,0
865000,1,2,1
866000,2,4,1
867000,2,4,1
868000,2,4,1
869000,2,3,1
870000,1,4,0
871000,3,4,1
872000,3,4,1
873000,1,3,0
874000,1,3,0
875000,2,3,1
876000,2,3,1
877000,1,4,0
878000,1,2,1
879000,1,2,1
880000,1,4,0
881000,3,4,1
882000,1,4,0
883000,1,2,1
884000,1,2,1
885000,2,3,0
886000,3,4,1
887000,1,4,0
888000,1,4,0
889000,1,2,1
890000,1,3,1
891000,1,4,0
892000,1,2,1
893000,1,3,0
894000,2,3,1
895000,1,2,1
896000,1,3,0
897000,2,4,0
898000,1,2,1
899000,2,4,0
900000,1,3,0
901000,1,3,0
902000,1,3,0
903000,1,4,0
904000,1,2,1
905000,2,4,0
906000,2,4,0
907000,1,4,0
908000,1,4,0
909000,3,4,1
910000,1,4,0
911000,1,4,0
912000,1,3,0
913000,2,3,0
914000,3,4,1
915000,1,4,0
916000,1,2,0
917000,1,4,0
918000,1,4,0
919000,1,4,0
920000,1,4,0
921000,2,4,1
922000,1,4,0
923000,1,3,0
924000,2,3,1
925000,2,4,1
926000,2,3,0
927000,2,4,1
928000,3,4,1
929000,1,2,0
930000,1,2,0
931000,1,2,0
932000,1,4,0
933000,1,3,0
934000,1,4,0
935000,1,4,0
936000,3,4,0
937000,2,4,1
938000,3,4,1
939000,2,4,1
940000,2,3,0
941000,2,3,1
942000,1,3,0
943000,1,4,0
944000,3,4,1
945000,1,3,0
946000,1,3,0
947000,2,3,0
948000,1,4,0
949000,3,4,1
950000,1,4,0
951000,1,3,0
952000,3,4,1
953000,1,2,0
954000,1,3,0
955000,2,4,0
956000,1,3,0
957000,2,3,0
958000,1,2,1
959000,2,3,1
960000,1,4,0
961000,1,2,1
962000,2,3,1
963000,3,4,0
964000,2,3,0
965000,3,4,1
966000,2,4,0
967000,3,4,0
968000,2,3,1
969000,2,3,1
970000,1,4,1
971000,3,4,1
972000,1,3,0
973000,1,2,1
974000,2,3,1
975000,3,4,1
976000,1,2,1
977000,3,4,1
978000,1,2,1
979000,3,4,0
980000,1,3,0
981000,3,4,0
982000,2,3,1
983000,1,4,0
984000,2,4,1
985000,3,4,1
986000,1,3,0
987000,1,3,0
988000,1,4,0
989000,2,4,1
990000,2,3,1
991000,1,3,0
992000,3,4,1
993000,1,4,0
994000,1,4,0
995000,3,4,1
996000,2,4,1
997000,1,4,0
998000,2,4,1
999000,2,4,0
1000000,2,4,0
1001000,1,3,0
1002000,2,4,0
1003000,2,4,0
1004000,1,4,0
1005000,1,2,0
1006000,1,2,0
1007000,3,4,1
1008000,2,4,0
1009000,1,2,0
1010000,1,2,0
1011000,1,4,0
1012000,3,4,1
1013000,1,3,0
1014000,1,4,0
1015000,1,2,0
1016000,1,3,0
1017000,2,3,1
1018000,2,4,1
1019000,3,4,1
1020000,2,3,1
1021000,2,3,0
1022000,2,4,1
1023000,1,2,1
1024000,1,3,0
1025000,2,4,0
1026000,2,4,0
1027000,2,3,0
1028000,3,4,1
1029000,1,4,0
1030000,1,2,0
1031000,3,4,1
1032000,1,2,0
1033000,1,2,0
1034000,2,3,1
1035000,2,4,1
1036000,2,3,1
1037000,1,2,0
1038000,2,4,1
1039000,1,2,0
1040000,2,4,0
1041000,2,4,1
1042000,1,4,0
1043000,3,4,1
1044000,3,4,1
1045000,2,3,1
1046000,3,4,1
1047000,1,4,0
1048000,2,4,0
1049000,1,3,1
1050000,1,4,0
1051000,2,3,1
1052000,2,4,0
1053000,1,2,1
1054000,2,4,0
1055000,2,4,0
1056000,3,4,1
1057000,1,3,0
1058000,1,2,0
1059000,1,2,1
1060000,2,3,0
1061000,1,2,1
1062000,1,4,0
1063000,3,4,1
1064000,1,4,0
1065000,1,4,0
1066000,3,4,0
1067000,2,3,1
1068000,1,3,1
1069000,2,3,1
1070000,3,4,0
1071000,2,4,0
1072000,1,2,1
1073000,1,4,0
1074000,1,3,0
1075000,3,4,1
1076000,2,4,0
1077000,1,4,0
1078000,1,3,0
1079000,3,4,0
1080000,2,3,1
1081000,3,4,0
1082000,2,4,0
1083000,2,3,1
1084000,1,2,1
1085000,1,4,0
1086000,1,3,0
1087000,1,3,1
1088000,1,2,1
1089000,1,3,1
1090000,1,2,1
1091000,1,2,1
1092000,1,4,0
1093000,1,4,0
1094000,1,3,0
1095000,1,3,1
1096000,2,3,1
1097000,3,4,1
1098000,1,4,0
1099000,1,4,0
1100000,1,4,1
1101000,1,2,1
1102000,1,2,0
1103000,1,4,1
1104000,3,4,1
1105000,1,4,0
1106000,1,2,1
1107000,1,2,1
1108000,2,3,1
1109000,1,4,0
1110000,2,4,0
1111000,1,2,1
1112000,3,4,1
1113000,1,2,1
1114000,1,3,0
1115000,1,2,1
1116000,3,4,1
1117000,1,2,0
1118000,1,2,1
1119000,3,4,1
1120000,1,3,0
1121000,3,4,1
1122000,1,2,1
1123000,2,3,0
1124000,2,4,0
1125000,2,4,1
1126000,1,3,0
1127000,1,2,0
1128000,3,4,1
1129000,1,2,1
1130000,1,3,1
1131000,1,4,0
1132000,1,2,0
1133000,1,3,0
1134000,3,4,1
1135000,1,4,0
1136000,2,4,0
1137000,1,3,0
1138000,1,3,0
1139000,2,3,0
1140000,2,3,0
1141000,1,2,1
1142000,1,3,0
1143000,1,4,0
1144000,1,4,0
1145000,2,3,0
1146000,2,3,0
1147000,2,3,0
1148000,1,3,0
1149000,1,2,1
1150000,2,3,0
1151000,1,3,0
1152000,2,3,0
1153000,1,4,1
1154000,2,4,0
1155000,2,3,0
1156000,3,4,1
1157000,2,3,1
1158000,2,4,0
1159000,1,4,0
1160000,2,3,1
1161000,1,4,0
1162000,2,4,0
1163000,3,4,0
1164000,1,3,0
1165000,2,4,0
1166000,2,3,0
1167000,2,4,0
1168000,3,4,1
1169000,1,3,0
1170000,2,4,0
1171000,1,4,0
1172000,1,2,1
1173000,1,4,0
1174000,3,4,1
1175000,1,4,0
1176000,1,2,0
1177000,2,3,0
1178000,1,2,1
1179000,2,3,0
1180000,1,3,0
1181000,1,3,0
1182000,1,3,0
1183000,2,3,0
1184000,1,3,0
1185000,1,4,1
1186000,1,4,1
1187000,1,3,0
1188000,1,4,0
1189000,2,3,0
1190000,3,4,1
1191000,1,3,0
1192000,1,4,0
1193000,1,2,1
1194000,2,3,0
1195000,3,4,1
1196000,2,4,0
1197000,2,3,0
1198000,1,2,1
1199000,2,3,0
1200000,2,4,1
1201000,1,3,0
1202000,2,3,1
1203000,1,2,0
1204000,1,2,1
1205000,2,4,1
1206000,3,4,1
1207000,1,3,1
1208000,2,3,0
1209000,1,2,1
1210000,2,3,0
1211000,1,3,0
1212000,1,3,0
1213000,1,2,1
1214000,2,4,0
1215000,1,4,0
1216000,1,4,0
1217000,1,2,1
1218000,2,4,0
1219000,1,4,0
1220000,3,4,0
1221000,2,3,0
1222000,1,3,0
1223000,2,3,0
1224000,3,4,1
1225000,1,3,0
1226000,2,3,0
1227000,2,4,0
1228000,2,4,0
1229000,2,4,0
1230000,1,4,0
1231000,1,2,0
1232000,2,4,0
1233000,2,4,0
1234000,1,3,0
1235000,2,4,0
1236000,1,2,0
1237000,2,3,1
1238000,1,4,0
1239000,2,3,1
1240000,1,4,0
1241000,1,4,0
1242000,2,4,1
1243000,2,4,1
1244000,2,4,0
1245000,2,4,0
1246000,1,4,0
1247000,2,3,0
1248000,2,4,0
1249000,3,4,1
1250000,1,2,1
1251000,1,3,0
1252000,2,3,0
1253000,1,2,1
1254000,1,4,1
1255000,2,3,1
1256000,1,3,1
1257000,1,2,0
1258000,1,3,1
1259000,2,3,1
1260000,1,4,0
1261000,3,4,1
1262000,3,4,0
1263000,2,3,1
1264000,3,4,1
1265000,1,3,0
1266000,1,3,0
1267000,1,4,0
1268000,3,4,1
1269000,1,3,0
1270000,2,4,0
1271000,2,3,1
1272000,1,3,0
1273000,1,3,0
1274000,1,2,1
1275000,2,3,0
1276000,2,3,0
1277000,3,4,0
1278000,3,4,1
1279000,1,2,1
1280000,1,2,0
1281000,2,4,0
1282000,2,3,0
1283000,3,4,1
1284000,2,4,0
1285000,1,2,1
1286000,1,4,0
1287000,3,4,0
1288000,1,3,1
1289000,3,4,0
1290000,1,3,1
1291000,1,4,0
1292000,1,4,0
1293000,1,3,0
1294000,2,3,0
1295000,2,3,1
1296000,2,3,1
1297000,1,4,0
1298000,1,4,0
1299000,3,4,1
1300000,1,2,1
1301000,1,2,0
1302000,2,3,1
1303000,1,2,0
1304000,2,4,1
1305000,3,4,0
1306000,1,3,0
1307000,3,4,1
1308000,3,4,1
1309000,1,4,0
1310000,1,2,0
1311000,2,3,1
1312000,1,2,1
1313000,2,4,0
1314000,2,4,0
1315000,1,4,0
1316000,1,3,1
1317000,2,4,0
1318000,2,3,0
1319000,3,4,0
1320000,1,3,1
1321000,3,4,1
1322000,1,4,0
1323000,2,4,1
1324000,2,3,1
1325000,2,3,1
1326000,1,3,1
1327000,3,4,1
1328000,1,3,1
1329000,1,2,1
1330000,3,4,1
1331000,1,3,0
1332000,2,4,0
1333000,2,3,0
1334000,1,2,1
1335000,1,4,0
1336000,3,4,1
1337000,3,4,1
1338000,2,3,0
1339000,1,3,0
1340000,1,4,0
1341000,1,2,1
1342000,1,4,0
1343000,2,4,1
1344000,2,3,1
1345000,1,4,1
1346000,1,2,0
1347000,2,4,1
1348000,3,4,1
1349000,2,3,1
1350000,3,4,1
1351000,1,2,0
1352000,2,4,1
1353000,3,4,1
1354000,3,4,1
1355000,1,4,0
1356000,2,3,1
1357000,3,4,1
1358000,3,4,1
1359000,3,4,0
1360000,2,4,0
1361000,3,4,1
1362000,3,4,1
1363000,1,3,0
1364000,3,4,0
1365000,1,2,1
1366000,1,3,0
1367000,1,4,0
1368000,1,4,0
1369000,1,4,0
1370000,1,2,1
1371000,1,3,0
1372000,1,3,1
1373000,2,4,0
1374000,3,4,0
1375000,1,2,1
1376000,1,2,0
1377000,3,4,0
1378000,1,3,1
1379000,2,4,0
1380000,3,4,0
1381000,1,3,0
1382000,2,3,0
1383000,2,3,1
1384000,2,4,0
1385000,1,2,0
1386000,2,4,0
1387000,1,2,0
1388000,1,3,1
1389000,2,4,0
1390000,1,3,1
1391000,1,3,1
1392000,2,3,1
1393000,1,2,1
1394000,1,4,0
1395000,3,4,1
1396000,2,3,0
1397000,1,3,0
1398000,1,2,1
1399000,2,3,1
1400000,1,4,0
1401000,2,3,1
1402000,3,4,1
1403000,1,4,0
1404000,3,4,0
1405000,3,4,1
1406000,1,4,0
1407000,1,3,1
1408000,3,4,1
1409000,1,4,1
1410000,2,4,0
1411000,2,4,0
1412000,1,3,0
1413000,1,2,1
1414000,1,4,0
1415000,2,3,1
1416000,3,4,0
1417000,1,2,1
1418000,2,4,0
1419000,1,3,1
1420000,2,3,1
1421000,1,3,0
1422000,3,4,1
1423000,1,4,0
1424000,2,4,1
1425000,3,4,1
1426000,2,3,1
1427000,1,4,0
1428000,1,2,1
1429000,1,2,1
1430000,2,3,1
1431000,1,4,1
1432000,3,4,1
1433000,1,3,1
1434000,2,4,1
1435000,2,3,0
1436000,1,4,0
1437000,1,2,1
1438000,1,4,1
1439000,3,4,0
1440000,2,4,1
1441000,2,4,1
1442000,1,3,1
1443000,3,4,1
1444000,1,2,1
1445000,3,4,1
1446000,2,4,1
1447000,2,3,1
1448000,1,4,0
1449000,3,4,1
1450000,1,2,1
1451000,1,4,1
1452000,2,3,1
1453000,2,3,1
1454000,1,4,0
1455000,2,3,1
1456000,1,3,0
1457000,1,4,0
1458000,2,3,1
1459000,1,2,1
1460000,1,3,0
1461000,1,2,1
1462000,1,3,0
1463000,2,3,1
1464000,3,4,1
1465000,2,3,1
1466000,1,2,1
1467000,1,4,1
1468000,1,2,1
1469000,2,4,1
1470000,1,3,1
1471000,1,2,1
1472000,3,4,1
1473000,1,3,0
1474000,1,2,0
1475000,1,4,0
1476000,2,4,1
1477000,2,4,0
1478000,1,4,0
1479000,1,3,1
1480000,1,2,1
1481000,1,3,1
1482000,3,4,1
1483000,1,2,1
1484000,1,3,0
1485000,1,4,1
1486000,1,4,0
1487000,1,2,1
1488000,1,2,1
1489000,1,3,0
1490000,2,3,0
1491000,1,4,1
1492000,1,4,1
1493000,1,4,1
1494000,1,4,0
1495000,1,3,0
