generation,rank_1,rank_2,swapAccepted
560000,3,4,1
561000,2,4,1
562000,1,4,0
563000,1,3,1
564000,2,3,1
565000,1,4,1
566000,2,3,0
567000,1,4,0
568000,1,2,1
569000,1,4,1
570000,1,2,1
571000,3,4,1
572000,2,4,1
573000,3,4,1
574000,3,4,1
575000,3,4,0
576000,2,4,0
577000,3,4,1
578000,1,4,1
579000,1,4,1
580000,1,3,1
581000,2,3,0
582000,3,4,0
583000,2,3,1
584000,3,4,1
585000,3,4,1
586000,3,4,1
587000,2,3,0
588000,1,2,1
589000,3,4,1
590000,3,4,0
591000,1,4,0
592000,1,4,1
593000,2,4,0
594000,1,2,1
595000,1,4,1
596000,2,3,1
597000,2,4,1
598000,3,4,1
599000,2,3,0
600000,2,4,1
601000,3,4,1
602000,1,3,0
603000,2,4,1
604000,1,3,0
605000,2,3,1
606000,1,4,0
607000,2,4,0
608000,3,4,1
609000,1,3,0
610000,1,4,0
611000,1,2,0
612000,1,2,1
613000,1,4,1
614000,2,4,0
615000,2,4,0
616000,3,4,1
617000,2,4,0
618000,2,3,0
619000,1,4,1
620000,2,4,0
621000,1,3,1
622000,3,4,1
623000,2,3,1
624000,2,4,0
625000,1,3,1
626000,1,4,0
627000,2,4,0
628000,1,3,0
629000,1,2,0
630000,1,2,1
631000,2,3,0
632000,2,3,0
633000,1,3,0
634000,1,3,1
635000,1,3,0
636000,3,4,0
637000,3,4,1
638000,1,3,0
639000,2,3,1
640000,3,4,1
641000,2,3,1
642000,2,4,1
643000,1,2,1
644000,1,2,1
645000,2,3,1
646000,1,3,0
647000,1,2,1
648000,1,4,1
649000,3,4,1
650000,1,3,1
651000,2,3,1
652000,1,2,1
653000,1,4,0
654000,1,2,1
655000,2,4,1
656000,3,4,1
657000,2,3,1
658000,2,3,1
659000,2,4,1
660000,1,4,1
661000,1,4,1
662000,1,3,0
663000,1,2,1
664000,1,3,1
665000,1,2,1
666000,1,3,1
667000,1,2,1
668000,1,3,1
669000,2,3,1
670000,2,4,0
671000,1,2,1
672000,1,4,0
673000,2,3,0
674000,2,4,0
675000,1,2,1
676000,3,4,1
677000,2,4,0
678000,1,4,0
679000,1,4,0
680000,2,4,0
681000,3,4,1
682000,3,4,1
683000,3,4,1
684000,2,4,1
685000,3,4,1
686000,1,2,1
687000,3,4,1
688000,1,2,0
689000,1,3,0
690000,1,3,0
691000,1,2,1
692000,2,4,0
693000,2,3,1
694000,1,3,1
695000,2,4,1
696000,3,4,1
697000,3,4,1
698000,1,4,0
699000,2,4,1
700000,1,2,1
701000,2,4,0
702000,1,4,0
703000,2,4,0
704000,1,3,1
705000,2,3,0
706000,2,3,1
707000,3,4,0
708000,1,3,1
709000,2,4,1
710000,2,3,1
711000,1,4,0
712000,1,2,1
713000,1,4,0
714000,1,3,1
715000,2,3,1
716000,1,4,0
717000,1,4,0
718000,2,3,1
719000,2,3,1
720000,3,4,1
721000,1,3,0
722000,2,4,1
723000,1,3,0
724000,1,3,1
725000,1,4,0
726000,1,3,1
727000,2,3,1
728000,2,3,1
729000,1,4,1
730000,1,3,0
731000,1,3,0
732000,3,4,1
733000,1,3,0
734000,2,4,1
735000,2,4,1
736000,2,3,0
737000,1,3,0
738000,1,3,1
739000,1,3,1
740000,3,4,1
741000,1,2,1
742000,1,3,0
743000,1,3,1
744000,2,3,1
745000,2,3,1
746000,2,4,0
747000,2,3,1
748000,2,4,0
749000,1,4,0
750000,2,3,1
751000,2,3,1
752000,1,3,0
753000,1,3,1
754000,1,3,1
755000,1,4,1
756000,3,4,1
757000,2,3,0
758000,2,3,0
759000,1,2,1
760000,1,4,0
761000,1,3,0
762000,1,2,1
763000,3,4,1
764000,2,3,1
765000,1,2,1
766000,2,3,1
767000,2,4,0
768000,2,3,1
769000,1,4,0
770000,2,3,1
771000,3,4,1
772000,2,4,1
773000,3,4,1
774000,3,4,1
775000,1,3,1
776000,1,3,1
777000,3,4,1
778000,2,4,0
779000,2,3,1
780000,1,2,0
781000,1,4,1
782000,1,3,1
783000,3,4,0
784000,1,4,0
785000,3,4,0
786000,2,3,1
787000,2,4,0
788000,2,3,0
789000,1,3,0
790000,1,3,0
791000,3,4,1
792000,1,4,1
793000,2,4,0
794000,1,3,0
795000,3,4,1
796000,1,4,1
797000,1,2,0
798000,1,3,1
799000,2,4,0
800000,1,2,1
801000,2,3,1
802000,3,4,1
803000,1,4,0
804000,1,3,0
805000,1,3,1
806000,1,3,1
807000,2,3,1
808000,1,3,1
809000,3,4,1
810000,2,3,1
811000,2,4,0
812000,1,3,1
813000,3,4,1
814000,1,3,1
815000,1,2,1
816000,1,4,1
817000,1,3,1
818000,3,4,1
819000,3,4,1
820000,1,4,0
821000,2,3,0
822000,1,2,1
823000,2,4,1
824000,3,4,1
825000,1,4,0
826000,3,4,1
827000,3,4,1
828000,3,4,1
829000,3,4,1
830000,1,2,0
831000,2,3,1
832000,2,3,1
833000,2,3,1
834000,1,2,0
835000,1,3,1
836000,2,3,1
837000,3,4,1
838000,1,2,0
839000,1,3,1
840000,3,4,1
841000,3,4,1
842000,2,4,1
843000,2,4,1
844000,3,4,1
845000,1,3,0
846000,2,3,1
847000,1,2,1
848000,1,4,1
849000,2,3,1
850000,2,3,1
851000,1,3,1
852000,1,3,0
853000,1,3,0
854000,1,3,0
855000,1,2,1
856000,1,2,1
857000,3,4,1
858000,1,3,1
859000,1,4,0
860000,3,4,1
861000,1,4,0
862000,2,4,1
863000,2,3,1
864000,3,4,1
865000,1,2,1
866000,1,4,1
867000,1,2,1
868000,1,2,0
869000,1,4,1
870000,2,4,1
871000,2,3,1
872000,2,4,0
873000,2,3,1
874000,2,3,1
875000,3,4,1
876000,1,3,1
877000,1,4,1
878000,1,2,1
879000,2,4,1
880000,3,4,1
881000,1,3,1
882000,1,4,0
883000,2,4,0
884000,1,2,1
885000,2,3,1
886000,3,4,1
887000,2,3,0
888000,2,4,0
889000,2,4,1
890000,2,4,1
891000,1,2,1
892000,1,4,1
893000,1,4,0
894000,2,4,1
895000,2,4,1
896000,2,4,0
897000,2,3,0
898000,3,4,1
899000,3,4,0
900000,2,3,0
901000,1,4,0
902000,2,4,1
903000,1,3,0
904000,1,4,1
905000,1,4,1
906000,2,3,1
907000,1,4,0
908000,3,4,1
909000,1,2,0
910000,1,4,0
911000,1,4,0
912000,2,4,1
913000,1,2,1
914000,1,3,0
915000,1,3,1
916000,2,3,1
917000,2,3,1
918000,3,4,0
919000,2,3,1
920000,3,4,1
921000,1,2,1
922000,2,3,0
923000,2,3,0
924000,1,3,1
925000,2,4,0
926000,2,3,1
927000,2,3,1
928000,2,4,1
929000,2,3,0
930000,1,2,1
931000,1,4,0
932000,2,4,1
933000,2,3,0
934000,1,4,0
935000,3,4,1
936000,1,4,1
937000,2,3,1
938000,2,3,1
939000,3,4,1
940000,3,4,1
941000,1,3,1
942000,2,3,1
943000,2,3,1
944000,2,3,1
945000,1,3,0
946000,1,4,1
947000,1,3,1
948000,2,3,0
949000,1,3,0
950000,1,4,1
951000,3,4,1
952000,3,4,1
953000,2,3,1
954000,1,4,1
955000,2,3,1
956000,1,2,1
957000,2,3,1
958000,1,4,0
959000,1,2,1
960000,1,3,1
961000,1,4,0
962000,1,4,0
963000,3,4,1
964000,3,4,1
965000,1,4,0
966000,1,2,1
967000,3,4,0
968000,1,4,0
969000,2,4,1
970000,1,2,1
971000,1,3,1
972000,1,4,0
973000,2,3,1
974000,1,4,1
975000,2,3,1
976000,2,3,1
977000,1,2,0
978000,1,4,1
979000,1,2,0
980000,2,4,1
981000,1,2,1
982000,2,3,1
983000,2,4,0
984000,1,2,1
985000,1,3,1
986000,1,3,1
987000,2,4,0
988000,2,4,0
989000,1,3,1
990000,2,3,1
991000,1,3,1
992000,2,3,1
993000,2,3,1
994000,1,2,1
995000,3,4,1
996000,2,4,0
997000,1,4,1
998000,3,4,1
999000,2,4,0
1000000,1,2,0
1001000,3,4,1
1002000,2,4,0
1003000,1,4,1
1004000,1,4,1
1005000,1,3,1
1006000,2,3,1
1007000,1,4,0
1008000,1,4,0
1009000,2,3,1
1010000,1,4,0
1011000,2,3,0
1012000,1,3,1
1013000,3,4,1
1014000,1,2,1
1015000,2,4,0
1016000,1,3,0
1017000,1,2,1
1018000,2,3,0
1019000,2,4,0
1020000,1,3,0
1021000,1,2,1
1022000,2,4,0
1023000,2,3,0
1024000,2,4,1
1025000,2,4,1
1026000,2,3,1
1027000,1,2,0
1028000,3,4,0
1029000,1,2,0
1030000,2,3,1
1031000,2,4,0
1032000,1,3,0
1033000,2,4,1
1034000,2,4,1
1035000,1,4,1
1036000,1,3,0
1037000,2,3,1
1038000,2,4,1
1039000,1,2,1
1040000,1,4,1
1041000,3,4,1
1042000,3,4,1
1043000,1,2,1
1044000,2,3,1
1045000,1,4,0
1046000,2,4,0
1047000,1,2,1
1048000,1,4,0
1049000,1,3,1
1050000,2,4,0
1051000,3,4,0
1052000,1,3,1
1053000,1,4,0
1054000,1,4,1
1055000,2,3,1
1056000,2,3,1
1057000,2,4,1
1058000,1,2,1
1059000,2,3,1
1060000,3,4,1
1061000,2,3,1
1062000,3,4,1
1063000,2,3,1
1064000,1,2,1
1065000,1,3,0
1066000,3,4,1
1067000,2,4,0
1068000,1,3,0
1069000,1,2,1
1070000,2,3,1
1071000,2,4,1
1072000,1,4,1
1073000,1,3,1
1074000,1,3,0
1075000,3,4,1
1076000,1,3,0
1077000,2,3,1
1078000,1,3,1
1079000,3,4,0
1080000,3,4,1
1081000,1,2,1
1082000,3,4,1
1083000,1,3,1
1084000,1,3,1
1085000,1,3,0
1086000,1,3,1
1087000,1,3,0
1088000,1,2,1
1089000,3,4,1
1090000,1,4,1
1091000,1,2,1
1092000,2,4,1
1093000,1,3,0
1094000,2,4,1
1095000,1,3,1
1096000,2,3,1
1097000,2,3,1
1098000,3,4,1
1099000,3,4,1
1100000,2,3,1
1101000,3,4,0
1102000,1,3,0
1103000,1,3,1
1104000,1,2,1
1105000,1,4,1
1106000,3,4,1
1107000,2,4,1
1108000,2,3,1
1109000,1,4,1
1110000,3,4,1
1111000,1,3,1
1112000,1,4,1
1113000,1,3,1
1114000,2,4,0
1115000,1,3,0
1116000,1,4,0
1117000,1,4,0
1118000,2,4,0
1119000,1,3,1
1120000,1,2,1
1121000,1,4,0
1122000,2,4,1
1123000,2,4,0
1124000,3,4,1
1125000,1,2,1
1126000,2,4,1
1127000,1,3,1
1128000,2,3,1
1129000,2,4,0
1130000,1,2,1
1131000,1,2,1
1132000,2,4,0
1133000,3,4,1
1134000,2,3,1
1135000,2,4,0
1136000,2,3,1
1137000,1,2,1
1138000,3,4,0
1139000,2,4,0
1140000,2,3,1
1141000,2,4,0
1142000,1,4,0
1143000,1,4,0
1144000,2,3,1
1145000,2,3,1
1146000,1,2,0
1147000,1,2,1
1148000,1,2,1
1149000,1,3,0
1150000,1,3,1
1151000,3,4,0
1152000,1,4,1
1153000,2,3,1
1154000,2,3,1
1155000,2,3,1
1156000,2,3,0
1157000,1,3,0
1158000,3,4,0
1159000,2,3,1
1160000,1,4,0
1161000,1,2,0
1162000,1,4,0
1163000,1,3,0
1164000,1,3,0
1165000,2,4,1
1166000,1,2,0
1167000,1,2,0
1168000,2,4,1
1169000,2,3,1
1170000,1,3,0
1171000,3,4,1
1172000,1,4,0
1173000,1,4,0
1174000,1,3,1
1175000,2,4,0
1176000,2,4,0
1177000,1,3,0
1178000,1,2,1
1179000,1,2,1
1180000,2,3,1
1181000,2,3,1
1182000,1,3,0
1183000,3,4,1
1184000,2,3,0
1185000,1,4,0
1186000,2,3,1
1187000,1,2,0
1188000,2,4,1
1189000,2,3,1
1190000,2,4,0
1191000,1,2,1
1192000,1,3,0
1193000,1,4,0
1194000,1,3,1
1195000,1,4,1
1196000,2,3,1
1197000,3,4,1
1198000,2,4,1
1199000,1,4,1
1200000,1,3,1
1201000,2,4,1
1202000,1,2,1
1203000,2,4,1
1204000,3,4,0
1205000,2,3,0
1206000,3,4,1
1207000,1,4,1
1208000,2,4,1
1209000,2,4,1
1210000,1,3,1
1211000,3,4,1
1212000,3,4,1
1213000,2,4,1
1214000,2,4,1
1215000,2,3,1
1216000,2,3,1
1217000,2,4,0
1218000,2,4,1
1219000,2,3,1
1220000,1,2,1
1221000,3,4,1
1222000,1,2,0
1223000,1,2,1
1224000,3,4,0
1225000,2,3,1
1226000,1,3,0
1227000,2,3,1
1228000,2,4,1
1229000,2,4,1
1230000,3,4,1
1231000,2,3,1
1232000,2,4,0
1233000,1,2,1
1234000,1,3,0
1235000,2,3,0
1236000,1,2,1
1237000,2,3,1
1238000,2,4,1
1239000,1,3,1
1240000,1,2,0
1241000,1,4,1
1242000,1,2,1
1243000,1,2,0
1244000,1,3,0
1245000,3,4,1
1246000,1,4,0
1247000,1,2,0
1248000,3,4,1
1249000,3,4,1
1250000,2,3,1
1251000,1,4,0
1252000,2,4,1
1253000,3,4,1
1254000,3,4,1
1255000,2,4,0
1256000,1,2,1
1257000,1,3,0
1258000,1,4,0
1259000,1,4,0
1260000,2,3,1
1261000,2,4,0
1262000,1,3,0
1263000,3,4,0
1264000,1,4,0
1265000,2,4,0
1266000,2,3,1
1267000,1,2,1
1268000,1,3,0
1269000,1,4,0
1270000,1,3,0
1271000,1,4,1
1272000,1,4,0
1273000,1,4,1
1274000,1,2,0
1275000,2,4,1
1276000,2,4,0
1277000,1,4,0
1278000,2,4,1
1279000,2,4,1
1280000,3,4,0
1281000,1,3,0
1282000,3,4,1
1283000,3,4,1
1284000,1,2,1
1285000,3,4,1
1286000,3,4,1
1287000,1,2,1
1288000,1,2,1
1289000,3,4,1
1290000,2,3,0
1291000,1,3,0
1292000,3,4,0
1293000,2,4,1
1294000,3,4,1
1295000,1,4,1
1296000,2,3,1
1297000,3,4,0
1298000,1,4,1
1299000,2,4,1
1300000,1,4,1
1301000,2,4,1
1302000,2,3,1
1303000,1,4,0
1304000,1,4,0
1305000,3,4,1
1306000,1,3,1
1307000,3,4,1
1308000,2,4,1
1309000,1,2,1
1310000,2,3,0
1311000,3,4,1
1312000,1,3,0
1313000,2,4,1
1314000,1,2,1
1315000,1,3,1
1316000,2,4,0
1317000,2,4,1
1318000,2,4,1
1319000,3,4,1
1320000,2,4,1
1321000,1,3,1
1322000,2,4,1
1323000,1,4,0
1324000,2,4,1
1325000,3,4,1
1326000,3,4,1
1327000,1,4,0
1328000,2,3,1
1329000,2,4,1
1330000,1,2,0
1331000,2,3,0
1332000,2,4,1
1333000,1,2,0
1334000,2,3,1
1335000,1,2,1
1336000,1,3,0
1337000,1,2,1
1338000,2,4,0
1339000,3,4,0
1340000,1,4,1
1341000,2,4,0
1342000,1,4,1
1343000,3,4,1
1344000,1,3,1
1345000,2,4,0
1346000,1,2,1
1347000,1,3,1
1348000,3,4,1
1349000,1,3,0
1350000,1,2,0
1351000,1,4,0
1352000,1,4,0
1353000,1,3,1
1354000,3,4,1
1355000,1,4,0
1356000,3,4,1
1357000,1,3,1
1358000,1,2,1
1359000,2,4,0
1360000,1,3,1
1361000,3,4,1
1362000,1,2,0
1363000,2,4,1
1364000,2,3,0
1365000,1,4,1
1366000,1,4,1
1367000,1,2,1
1368000,2,4,1
1369000,1,4,0
1370000,1,3,0
1371000,1,3,1
1372000,3,4,1
1373000,1,3,1
1374000,2,3,0
1375000,1,4,1
1376000,1,4,1
1377000,2,4,1
1378000,1,3,0
1379000,2,3,1
1380000,1,4,0
1381000,2,4,1
1382000,2,4,1
1383000,1,4,1
1384000,1,4,1
1385000,1,3,0
1386000,2,3,1
1387000,3,4,1
1388000,2,3,0
1389000,3,4,1
1390000,2,4,1
1391000,1,3,1
1392000,1,2,1
1393000,2,4,1
1394000,1,3,1
1395000,1,2,0
1396000,2,4,1
1397000,2,4,1
1398000,2,3,1
1399000,3,4,1
1400000,2,3,1
1401000,2,3,1
1402000,2,4,1
1403000,3,4,1
1404000,2,3,1
1405000,3,4,1
1406000,1,4,1
1407000,2,3,0
1408000,2,4,0
1409000,2,3,1
1410000,2,3,1
1411000,1,4,1
1412000,1,2,1
1413000,2,3,1
1414000,3,4,1
1415000,1,4,1
1416000,2,3,1
1417000,1,2,1
1418000,2,4,1
1419000,2,4,1
1420000,3,4,1
1421000,2,4,1
1422000,1,2,1
1423000,1,3,1
1424000,1,3,1
1425000,2,3,1
1426000,2,3,1
1427000,1,4,1
1428000,1,3,0
1429000,1,2,1
1430000,3,4,1
1431000,2,4,0
1432000,1,2,1
1433000,2,4,0
1434000,2,3,0
1435000,1,3,0
1436000,1,2,0
1437000,2,3,0
1438000,1,4,1
1439000,1,4,0
1440000,1,2,1
1441000,2,4,1
1442000,1,3,1
1443000,2,3,1
1444000,1,3,1
1445000,2,3,1
1446000,1,2,0
1447000,1,4,1
1448000,2,3,1
1449000,2,4,1
1450000,1,2,1
1451000,2,4,1
1452000,2,3,1
1453000,3,4,1
1454000,2,4,1
1455000,1,2,1
1456000,3,4,0
1457000,1,2,1
1458000,3,4,0
1459000,2,4,0
1460000,1,4,0
1461000,2,4,0
1462000,3,4,0
1463000,1,2,1
1464000,2,3,1
1465000,1,3,0
1466000,2,3,1
1467000,3,4,1
1468000,1,2,0
1469000,1,2,0
1470000,1,3,1
1471000,1,4,0
1472000,3,4,0
1473000,1,3,1
1474000,1,3,1
1475000,1,2,0
1476000,1,2,1
1477000,2,3,1
1478000,3,4,1
1479000,1,2,1
1480000,3,4,1
1481000,1,3,1
1482000,2,3,1
1483000,1,2,1
1484000,1,2,1
1485000,1,2,1
1486000,1,4,0
1487000,1,4,1
1488000,3,4,1
1489000,2,4,0
1490000,1,3,0
1491000,1,4,0
1492000,3,4,1
1493000,2,4,1
1494000,2,3,1
1495000,3,4,1
